model_type,clf,parameters,auc-roc,precision_5,accuracy_5,recall_5,f1_5,precision_10,accuracy_10,recall_10,f1_10,precision_20,accuracy_20,recall_20,f1_20,precision_30,accuracy_30,recall_30,f1_30,precision_50,accuracy_50,recall_50,f1_50
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",0.3349896480331263,0.6666666666666666,0.16911764705882354,0.034782608695652174,0.06611570247933884,0.8461538461538461,0.22058823529411764,0.09565217391304348,0.171875,0.6666666666666666,0.22058823529411764,0.1565217391304348,0.25352112676056343,0.725,0.2867647058823529,0.25217391304347825,0.37419354838709673,0.75,0.40441176470588236,0.4434782608695652,0.5573770491803277
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",0.2859213250517598,0.6666666666666666,0.16911764705882354,0.034782608695652174,0.06611570247933884,0.7692307692307693,0.20588235294117646,0.08695652173913043,0.15624999999999997,0.6666666666666666,0.22058823529411764,0.1565217391304348,0.25352112676056343,0.75,0.3014705882352941,0.2608695652173913,0.3870967741935483,0.75,0.40441176470588236,0.4434782608695652,0.5573770491803277
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",0.29751552795031055,0.5,0.15441176470588236,0.02608695652173913,0.049586776859504134,0.6153846153846154,0.17647058823529413,0.06956521739130435,0.125,0.7407407407407407,0.25,0.17391304347826086,0.28169014084507044,0.725,0.2867647058823529,0.25217391304347825,0.37419354838709673,0.7794117647058824,0.4338235294117647,0.4608695652173913,0.5792349726775957
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",0.27784679089026915,0.6666666666666666,0.16911764705882354,0.034782608695652174,0.06611570247933884,0.6923076923076923,0.19117647058823528,0.0782608695652174,0.140625,0.7407407407407407,0.25,0.17391304347826086,0.28169014084507044,0.7,0.27205882352941174,0.24347826086956523,0.3612903225806452,0.75,0.40441176470588236,0.4434782608695652,0.5573770491803277
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",0.2563146997929607,0.6666666666666666,0.16911764705882354,0.034782608695652174,0.06611570247933884,0.7692307692307693,0.20588235294117646,0.08695652173913043,0.15624999999999997,0.6296296296296297,0.20588235294117646,0.14782608695652175,0.23943661971830987,0.625,0.22794117647058823,0.21739130434782608,0.3225806451612903,0.75,0.40441176470588236,0.4434782608695652,0.5573770491803277
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",0.2952380952380953,0.8333333333333334,0.18382352941176472,0.043478260869565216,0.08264462809917356,0.6153846153846154,0.17647058823529413,0.06956521739130435,0.125,0.7037037037037037,0.23529411764705882,0.16521739130434782,0.26760563380281693,0.7,0.27205882352941174,0.24347826086956523,0.3612903225806452,0.7647058823529411,0.41911764705882354,0.45217391304347826,0.5683060109289617
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",0.26066252587991723,0.8333333333333334,0.18382352941176472,0.043478260869565216,0.08264462809917356,0.7692307692307693,0.20588235294117646,0.08695652173913043,0.15624999999999997,0.7407407407407407,0.25,0.17391304347826086,0.28169014084507044,0.75,0.3014705882352941,0.2608695652173913,0.3870967741935483,0.7205882352941176,0.375,0.4260869565217391,0.5355191256830601
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",0.24927536231884062,0.6666666666666666,0.16911764705882354,0.034782608695652174,0.06611570247933884,0.6153846153846154,0.17647058823529413,0.06956521739130435,0.125,0.6666666666666666,0.22058823529411764,0.1565217391304348,0.25352112676056343,0.725,0.2867647058823529,0.25217391304347825,0.37419354838709673,0.7352941176470589,0.3897058823529412,0.43478260869565216,0.546448087431694
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",0.453416149068323,1.0,0.19852941176470587,0.05217391304347826,0.09917355371900827,1.0,0.25,0.11304347826086956,0.203125,0.9259259259259259,0.3235294117647059,0.21739130434782608,0.35211267605633806,0.95,0.41911764705882354,0.33043478260869563,0.4903225806451612,0.8823529411764706,0.5367647058823529,0.5217391304347826,0.6557377049180327
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",0.4337474120082816,0.6666666666666666,0.16911764705882354,0.034782608695652174,0.06611570247933884,0.7692307692307693,0.20588235294117646,0.08695652173913043,0.15624999999999997,0.8148148148148148,0.27941176470588236,0.19130434782608696,0.3098591549295775,0.85,0.3602941176470588,0.2956521739130435,0.43870967741935485,0.8382352941176471,0.49264705882352944,0.4956521739130435,0.6229508196721312
